Date,Opp,Dec,DR,H,ER,BB,SO,HR,HBP,FIP,GSc,2B,Outs,points,QS,pitcher,code
2023-07-26,CHC,0,4,7,7,2,5,0,2,5.2,25,0,14,-6,0.0,Lance Lynn,lynnla01
2023-08-01,OAK,1,5,5,3,1,7,3,0,5.31,61,2,21,19,1.0,Lance Lynn,lynnla01
2023-08-06,SDP,1,4,4,1,2,6,1,0,5.27,64,0,18,19,1.0,Lance Lynn,lynnla01
2023-08-11,COL,1,4,4,0,1,9,0,0,5.09,65,1,15,22,0.0,Lance Lynn,lynnla01
2023-08-17,MIL,0,5,4,0,1,3,0,0,4.98,71,0,21,19,1.0,Lance Lynn,lynnla01
2023-08-25,BOS,1,7,10,3,1,1,2,0,5.09,38,1,18,5,1.0,Lance Lynn,lynnla01
2023-08-31,ATL,-1,5,7,7,2,1,3,1,5.34,20,0,13,-13,0.0,Lance Lynn,lynnla01
2023-09-06,MIA,-1,5,7,8,3,1,3,0,5.56,16,1,14,-14,0.0,Lance Lynn,lynnla01
2023-09-12,SDP,1,5,5,2,2,3,1,0,5.55,60,1,21,16,1.0,Lance Lynn,lynnla01
2023-04-08,MIL,1,5,3,0,2,9,0,0,2.01,78,1,21,28,1.0,Jordan Montgomery,montgjo01
2023-04-13,PIT,-1,4,6,2,2,5,0,0,2.22,56,3,19,9,1.0,Jordan Montgomery,montgjo01
2023-04-18,ARI,-1,4,10,7,0,2,1,0,2.81,16,3,12,-13,0.0,Jordan Montgomery,montgjo01
2023-04-24,SFG,-1,5,5,0,1,6,0,1,2.7,65,0,18,14,1.0,Jordan Montgomery,montgjo01
2023-04-29,LAD,-1,4,5,1,2,7,0,0,2.57,65,1,20,15,1.0,Jordan Montgomery,montgjo01
2023-05-05,DET,0,5,6,2,1,6,1,0,2.77,57,2,18,13,1.0,Jordan Montgomery,montgjo01
2023-05-10,CHC,-1,4,7,6,3,3,2,0,3.46,29,3,15,-7,0.0,Jordan Montgomery,montgjo01
2023-05-16,MIL,-1,5,8,3,1,7,2,1,3.79,46,2,16,4,0.0,Jordan Montgomery,montgjo01
2023-05-22,CIN,0,5,7,4,3,4,1,0,4.0,33,2,12,-2,0.0,Jordan Montgomery,montgjo01
2023-05-28,CLE,0,5,7,2,1,3,0,0,3.89,47,2,15,6,0.0,Jordan Montgomery,montgjo01
2023-06-03,PIT,-1,5,4,1,1,5,1,0,3.93,55,1,17,12,0.0,Jordan Montgomery,montgjo01
2023-06-09,CIN,1,5,3,0,1,6,0,0,3.75,71,2,18,23,1.0,Jordan Montgomery,montgjo01
2023-06-14,SFG,0,4,7,3,2,7,0,0,3.6,52,1,19,11,1.0,Jordan Montgomery,montgjo01
2023-06-20,WSN,1,5,4,1,1,6,0,0,3.47,70,1,21,23,1.0,Jordan Montgomery,montgjo01
2023-06-27,HOU,1,6,6,1,1,6,1,0,3.5,61,1,20,20,1.0,Jordan Montgomery,montgjo01
2023-07-02,NYY,1,4,2,0,3,6,0,0,3.45,71,2,20,24,1.0,Jordan Montgomery,montgjo01
2023-07-07,CHW,0,4,3,1,1,5,1,0,3.5,57,1,13,12,0.0,Jordan Montgomery,montgjo01
2023-07-18,MIA,0,10,6,1,2,5,0,0,3.45,59,0,18,13,1.0,Jordan Montgomery,montgjo01
2023-07-23,CHC,-1,4,6,5,2,4,1,1,3.56,38,3,18,0,0.0,Jordan Montgomery,montgjo01
2023-07-28,CHC,-1,4,5,3,4,3,1,1,3.73,49,1,18,2,1.0,Jordan Montgomery,montgjo01
2023-08-04,MIA,1,6,6,2,1,6,1,0,3.74,57,2,18,16,1.0,Jordan Montgomery,montgjo01
2023-08-09,OAK,-1,4,7,2,1,5,1,0,3.76,54,1,18,8,1.0,Jordan Montgomery,montgjo01
2023-08-15,LAA,1,5,6,1,0,9,0,0,3.61,65,0,18,22,1.0,Jordan Montgomery,montgjo01
2023-08-21,ARI,0,5,4,0,1,6,0,0,3.53,79,0,24,25,1.0,Jordan Montgomery,montgjo01
2023-08-27,MIN,0,5,4,3,2,4,0,0,3.51,50,0,16,8,0.0,Jordan Montgomery,montgjo01
2023-09-02,MIN,0,5,7,6,2,0,1,0,3.63,21,1,11,-10,0.0,Jordan Montgomery,montgjo01
2023-09-08,OAK,-1,5,8,5,1,6,2,0,3.72,38,3,17,1,0.0,Jordan Montgomery,montgjo01
2023-09-13,TOR,1,4,4,0,1,3,0,0,3.68,71,0,21,22,1.0,Jordan Montgomery,montgjo01
2023-04-08,SDP,-1,4,6,2,3,6,1,1,4.91,48,1,15,4,0.0,Charlie Morton,mortoch02
2023-04-14,KCR,1,5,6,2,2,5,0,1,4.24,53,1,18,13,1.0,Charlie Morton,mortoch02
2023-04-19,SDP,-1,4,5,1,3,5,1,0,4.51,60,1,18,10,1.0,Charlie Morton,mortoch02
2023-04-25,MIA,1,5,3,1,2,9,1,0,4.25,74,0,21,26,1.0,Charlie Morton,mortoch02
2023-05-01,NYM,-1,5,6,4,3,6,0,0,4.01,43,2,16,2,0.0,Charlie Morton,mortoch02
2023-05-09,BOS,1,7,5,2,2,7,1,0,4.02,59,1,18,17,1.0,Charlie Morton,mortoch02
2023-05-15,TEX,1,5,7,0,1,10,0,0,3.56,69,0,20,25,1.0,Charlie Morton,mortoch02
2023-05-22,LAD,-1,6,7,6,2,5,2,0,3.95,32,1,15,-4,0.0,Charlie Morton,mortoch02
2023-05-27,PHI,-1,4,7,2,4,9,0,0,3.78,51,2,16,7,0.0,Charlie Morton,mortoch02
2023-06-02,ARI,-1,5,6,3,2,9,0,0,3.54,60,3,21,13,1.0,Charlie Morton,mortoch02
2023-06-07,NYM,0,4,4,4,4,5,2,1,3.97,41,1,14,2,0.0,Charlie Morton,mortoch02
2023-06-12,DET,0,4,4,0,3,8,0,0,3.82,66,2,17,18,0.0,Charlie Morton,mortoch02
2023-06-18,COL,1,5,5,3,3,8,1,2,3.94,46,0,15,10,0.0,Charlie Morton,mortoch02
2023-06-25,CIN,1,6,7,3,3,7,0,0,3.84,45,3,15,9,0.0,Charlie Morton,mortoch02
2023-07-01,MIA,1,5,4,0,1,5,0,0,3.72,65,1,17,20,0.0,Charlie Morton,mortoch02
2023-07-07,TBR,1,5,4,1,2,6,1,0,3.77,65,0,19,20,1.0,Charlie Morton,mortoch02
2023-07-14,CHW,1,6,3,0,1,4,0,0,3.68,74,0,21,24,1.0,Charlie Morton,mortoch02
2023-07-19,ARI,-1,4,6,4,3,4,0,0,3.67,42,4,17,1,0.0,Charlie Morton,mortoch02
2023-07-25,BOS,-1,5,6,4,5,1,0,1,3.8,29,0,11,-11,0.0,Charlie Morton,mortoch02
2023-07-31,LAA,-1,5,6,3,3,8,3,1,4.06,53,1,18,7,1.0,Charlie Morton,mortoch02
2023-08-06,CHC,-1,5,4,5,4,4,0,1,4.09,35,1,13,-5,0.0,Charlie Morton,mortoch02
2023-08-11,NYM,1,4,3,0,7,4,0,0,4.16,58,0,15,12,0.0,Charlie Morton,mortoch02
2023-08-16,NYY,1,4,4,0,1,10,0,0,4.0,73,0,18,26,1.0,Charlie Morton,mortoch02
2023-08-23,NYM,1,6,2,0,1,11,0,2,3.87,83,2,21,30,1.0,Charlie Morton,mortoch02
2023-08-29,COL,1,5,3,1,2,8,0,1,3.79,68,0,18,21,1.0,Charlie Morton,mortoch02
2023-09-03,LAD,-1,4,6,2,3,3,0,0,3.8,42,1,12,-1,0.0,Charlie Morton,mortoch02
2023-09-11,PHI,0,7,6,4,4,9,0,0,3.74,49,2,18,9,0.0,Charlie Morton,mortoch02
2023-09-17,MIA,-1,5,6,6,5,5,1,1,3.86,28,0,14,-8,0.0,Charlie Morton,mortoch02
2023-04-10,BAL,-1,5,3,3,1,4,2,1,6.36,52,0,15,5,0.0,JP Sears,searsjp01
2023-04-16,NYM,0,5,4,2,0,3,2,0,6.45,59,0,18,13,1.0,JP Sears,searsjp01
2023-04-21,TEX,0,4,5,4,2,11,1,1,5.57,55,0,18,13,0.0,JP Sears,searsjp01
2023-04-27,LAA,-1,5,6,6,2,4,1,1,5.72,29,2,13,-7,0.0,JP Sears,searsjp01
2023-05-03,SEA,0,5,4,0,2,7,0,0,5.01,69,0,18,19,1.0,JP Sears,searsjp01
2023-05-08,NYY,-1,4,6,5,0,4,3,0,5.59,40,0,16,1,0.0,JP Sears,searsjp01
2023-05-14,TEX,0,5,5,2,1,6,1,1,5.46,53,1,16,11,0.0,JP Sears,searsjp01
2023-05-20,HOU,0,5,5,2,1,7,0,0,4.97,60,2,18,15,1.0,JP Sears,searsjp01
2023-05-25,SEA,0,4,3,1,0,1,1,2,5.12,58,0,15,9,0.0,JP Sears,searsjp01
2023-05-30,ATL,0,4,4,1,1,2,1,0,5.14,61,1,18,13,1.0,JP Sears,searsjp01
2023-06-05,PIT,0,5,2,1,5,6,0,0,5.05,57,1,14,11,0.0,JP Sears,searsjp01
2023-06-11,MIL,1,5,6,2,0,5,1,1,5.01,52,1,15,12,0.0,JP Sears,searsjp01
2023-06-16,PHI,-1,4,4,4,0,7,3,1,5.21,60,0,21,12,0.0,JP Sears,searsjp01
2023-06-22,CLE,-1,5,4,2,1,8,1,0,5.05,68,0,21,17,1.0,JP Sears,searsjp01
2023-06-28,NYY,-1,5,5,5,3,5,1,0,5.1,30,2,12,-4,0.0,JP Sears,searsjp01
2023-07-04,DET,0,5,5,0,0,4,0,0,4.88,72,0,22,21,1.0,JP Sears,searsjp01
2023-07-09,BOS,0,4,2,1,3,4,0,2,4.87,60,1,15,10,0.0,JP Sears,searsjp01
2023-07-16,MIN,0,6,4,3,0,7,2,1,4.91,60,0,19,15,1.0,JP Sears,searsjp01
2023-07-21,HOU,-1,4,8,5,1,1,3,0,5.19,33,0,17,-4,0.0,JP Sears,searsjp01
2023-07-28,COL,1,6,4,1,1,5,1,1,5.18,59,0,15,15,0.0,JP Sears,searsjp01
2023-08-03,LAD,-1,5,6,2,3,5,0,2,5.14,49,5,15,2,0.0,JP Sears,searsjp01
2023-08-08,TEX,-1,4,9,4,1,6,0,0,5.01,33,4,12,-3,0.0,JP Sears,searsjp01
2023-08-14,STL,0,5,6,3,4,6,1,0,5.04,45,0,15,5,0.0,JP Sears,searsjp01
2023-08-20,BAL,-1,5,9,7,2,4,2,0,5.17,18,2,12,-12,0.0,JP Sears,searsjp01
2023-08-26,CHW,-1,5,9,6,2,8,3,0,5.29,36,3,18,0,0.0,JP Sears,searsjp01
2023-09-01,LAA,1,5,4,0,2,3,0,1,5.23,65,1,18,17,1.0,JP Sears,searsjp01
2023-09-06,TOR,1,4,4,1,4,3,0,0,5.21,54,1,15,11,0.0,JP Sears,searsjp01
2023-09-12,HOU,1,5,5,2,2,3,0,0,5.13,55,1,18,13,1.0,JP Sears,searsjp01
2023-04-08,SFG,0,4,8,5,0,4,1,0,3.99,40,2,18,4,0.0,Brady Singer,singebr01
2023-04-14,ATL,-1,5,10,8,0,8,4,0,6.01,23,3,15,-6,0.0,Brady Singer,singebr01
2023-04-19,TEX,-1,4,6,5,3,4,0,0,5.4,36,1,15,-3,0.0,Brady Singer,singebr01
2023-04-25,ARI,1,5,5,1,0,5,0,0,4.56,63,2,18,19,1.0,Brady Singer,singebr01
2023-04-30,MIN,-1,4,5,8,3,5,1,1,4.95,18,1,8,-15,0.0,Brady Singer,singebr01
2023-05-06,OAK,-1,5,6,5,3,4,1,2,5.34,31,2,12,-8,0.0,Brady Singer,singebr01
2023-05-11,CHW,0,4,5,1,2,4,0,0,4.97,60,2,18,13,1.0,Brady Singer,singebr01
2023-05-16,SDP,1,4,7,2,2,3,0,0,4.75,47,2,18,11,1.0,Brady Singer,singebr01
2023-05-22,DET,0,5,7,5,4,3,1,0,5.02,26,0,11,-7,0.0,Brady Singer,singebr01
2023-05-27,WSN,0,4,4,2,3,6,0,1,4.86,54,3,15,9,0.0,Brady Singer,singebr01
2023-06-04,COL,1,7,5,0,0,7,0,0,4.48,66,0,17,22,0.0,Brady Singer,singebr01
2023-06-10,BAL,-1,5,6,4,3,4,1,0,4.61,36,3,13,-3,0.0,Brady Singer,singebr01
2023-06-16,LAA,-1,5,8,2,2,5,0,0,4.45,47,4,16,4,0.0,Brady Singer,singebr01
2023-06-21,DET,-1,4,7,5,1,2,1,0,4.5,44,2,21,2,0.0,Brady Singer,singebr01
2023-06-27,CLE,0,5,4,0,2,3,0,0,4.41,65,0,18,15,1.0,Brady Singer,singebr01
2023-07-02,LAD,1,4,4,1,3,4,0,0,4.33,66,1,21,19,1.0,Brady Singer,singebr01
2023-07-08,CLE,-1,5,13,6,1,3,0,0,4.24,19,4,15,-11,0.0,Brady Singer,singebr01
2023-07-16,TBR,1,7,7,4,0,4,2,1,4.37,56,1,24,15,0.0,Brady Singer,singebr01
2023-07-22,NYY,0,5,5,2,1,9,0,0,4.17,62,1,18,17,1.0,Brady Singer,singebr01
2023-07-28,MIN,0,5,4,2,2,10,0,2,4.06,59,2,15,13,0.0,Brady Singer,singebr01
2023-08-03,NYM,1,5,3,0,0,4,0,0,3.94,80,0,24,28,1.0,Brady Singer,singebr01
2023-08-08,BOS,1,4,5,3,2,4,1,0,3.99,54,1,20,14,1.0,Brady Singer,singebr01
2023-08-14,SEA,0,5,2,2,1,8,0,1,3.88,73,1,22,22,1.0,Brady Singer,singebr01
2023-08-19,CHC,-1,4,9,4,2,3,2,0,4.05,24,0,11,-8,0.0,Brady Singer,singebr01
2023-08-25,SEA,-1,5,9,4,1,6,1,0,4.06,33,1,12,-3,0.0,Brady Singer,singebr01
2023-09-05,CHW,0,10,9,6,1,2,3,0,4.28,26,0,15,-5,0.0,Brady Singer,singebr01
2023-09-12,CHW,-1,6,9,6,2,2,0,0,4.26,26,1,16,-8,0.0,Brady Singer,singebr01
2023-04-06,SDP,0,4,4,3,3,9,1,0,2.81,53,1,15,11,0.0,Spencer Strider,stridsp01
2023-04-12,CIN,0,5,4,3,2,9,0,0,2.2,54,0,15,12,0.0,Spencer Strider,stridsp01
2023-04-18,SDP,1,5,1,0,3,9,0,1,2.21,76,0,18,25,1.0,Spencer Strider,stridsp01
2023-04-24,MIA,1,5,2,0,0,13,0,0,1.63,91,0,24,38,1.0,Spencer Strider,stridsp01
2023-05-01,NYM,1,6,5,4,3,8,1,1,2.12,46,0,15,9,0.0,Spencer Strider,stridsp01
2023-05-06,BAL,0,4,4,2,0,10,0,0,1.76,61,2,15,17,0.0,Spencer Strider,stridsp01
2023-05-12,TOR,-1,5,5,1,1,12,0,1,1.59,69,2,20,20,1.0,Spencer Strider,stridsp01
2023-05-17,TEX,0,4,6,4,3,7,2,0,2.16,43,1,15,5,0.0,Spencer Strider,stridsp01
2023-05-23,LAD,-1,5,5,2,3,11,1,0,2.27,58,2,18,14,1.0,Spencer Strider,stridsp01
2023-05-28,PHI,1,4,2,2,1,9,1,0,2.33,68,1,18,23,1.0,Spencer Strider,stridsp01
2023-06-03,ARI,1,5,3,2,4,7,1,0,2.57,61,1,18,17,1.0,Spencer Strider,stridsp01
2023-06-08,NYM,0,4,8,8,2,8,2,0,2.83,20,0,12,-6,0.0,Spencer Strider,stridsp01
2023-06-14,DET,1,5,7,5,2,6,3,1,3.31,37,1,15,4,0.0,Spencer Strider,stridsp01
2023-06-20,PHI,1,5,8,1,0,9,0,0,3.09,61,1,18,20,1.0,Spencer Strider,stridsp01
2023-06-26,MIN,1,5,3,1,2,10,1,0,3.1,75,0,21,27,1.0,Spencer Strider,stridsp01
2023-07-02,MIA,1,5,6,2,1,9,0,0,2.95,60,1,20,21,1.0,Spencer Strider,stridsp01
2023-07-08,TBR,1,5,4,0,1,11,0,1,2.82,75,1,19,27,1.0,Spencer Strider,stridsp01
2023-07-15,CHW,-1,6,8,5,0,10,1,0,2.78,46,3,18,7,0.0,Spencer Strider,stridsp01
2023-07-20,ARI,0,4,4,4,1,13,2,1,2.86,60,0,18,17,0.0,Spencer Strider,stridsp01
2023-07-26,BOS,0,5,6,2,1,10,2,0,2.95,60,0,19,18,1.0,Spencer Strider,stridsp01
2023-08-01,LAA,1,5,5,1,2,9,0,1,2.9,67,0,20,22,1.0,Spencer Strider,stridsp01
2023-08-07,PIT,-1,5,5,6,3,3,0,0,2.93,24,3,8,-12,0.0,Spencer Strider,stridsp01
2023-08-12,NYM,1,4,3,0,4,6,0,0,2.94,73,1,21,23,1.0,Spencer Strider,stridsp01
2023-08-18,SFG,1,5,1,0,1,10,0,1,2.86,84,0,21,31,1.0,Spencer Strider,stridsp01
2023-08-25,SFG,1,6,3,1,1,9,0,0,2.78,75,0,21,27,1.0,Spencer Strider,stridsp01
2023-08-31,LAD,1,5,4,4,2,9,1,0,2.81,55,0,18,16,0.0,Spencer Strider,stridsp01
2023-09-06,STL,-1,5,6,6,3,5,1,0,2.89,24,2,8,-11,0.0,Spencer Strider,stridsp01
2023-09-13,PHI,1,6,4,1,2,9,0,0,2.83,72,0,21,25,1.0,Spencer Strider,stridsp01
2023-04-04,DET,-1,4,8,2,1,9,0,0,1.59,59,1,21,14,1.0,Framber Valdez,valdefr01
2023-04-10,PIT,1,5,3,2,5,5,1,1,3.31,63,1,21,16,1.0,Framber Valdez,valdefr01
2023-04-16,TEX,-1,5,4,1,2,7,0,0,2.98,57,2,18,14,1.0,Framber Valdez,valdefr01
2023-04-22,ATL,1,5,8,3,0,9,2,0,3.29,58,0,21,19,1.0,Framber Valdez,valdefr01
2023-04-28,PHI,-1,5,8,3,0,3,1,0,3.47,52,3,21,7,1.0,Framber Valdez,valdefr01
2023-05-03,SFG,-1,4,5,2,2,8,0,0,3.22,60,0,18,12,1.0,Framber Valdez,valdefr01
2023-05-09,LAA,1,5,3,1,0,12,1,0,3.01,84,0,24,34,1.0,Framber Valdez,valdefr01
2023-05-15,CHC,0,5,7,4,2,8,1,0,3.08,38,1,12,3,0.0,Framber Valdez,valdefr01
2023-05-21,OAK,1,5,4,0,0,7,0,0,2.9,86,1,27,33,1.0,Framber Valdez,valdefr01
2023-05-27,OAK,1,5,4,1,3,5,0,0,2.91,62,3,18,17,1.0,Framber Valdez,valdefr01
2023-06-02,LAA,1,5,5,0,1,7,0,1,2.84,73,2,21,24,1.0,Framber Valdez,valdefr01
2023-06-08,TOR,-1,5,4,3,4,5,0,1,2.93,48,1,15,2,0.0,Framber Valdez,valdefr01
2023-06-14,WSN,0,5,5,1,0,6,0,0,2.82,69,1,21,20,1.0,Framber Valdez,valdefr01
2023-06-20,NYM,1,5,4,2,1,9,0,0,2.7,74,1,24,27,1.0,Framber Valdez,valdefr01
2023-06-27,STL,-1,6,8,4,3,6,1,0,2.83,43,2,18,2,0.0,Framber Valdez,valdefr01
2023-07-08,SEA,0,10,5,2,2,6,0,0,2.8,58,1,18,13,1.0,Framber Valdez,valdefr01
2023-07-15,LAA,0,6,7,5,2,13,2,0,2.88,50,2,19,13,0.0,Framber Valdez,valdefr01
2023-07-21,OAK,1,5,6,4,2,4,0,1,2.9,41,1,15,5,0.0,Framber Valdez,valdefr01
2023-07-26,TEX,-1,4,8,6,2,1,2,1,3.17,20,1,11,-14,0.0,Framber Valdez,valdefr01
2023-08-01,CLE,1,5,0,0,1,7,0,0,3.1,93,0,27,36,1.0,Framber Valdez,valdefr01
2023-08-08,BAL,0,6,8,6,2,3,2,0,3.29,38,1,21,2,0.0,Framber Valdez,valdefr01
2023-08-14,MIA,-1,5,6,3,1,4,2,0,3.43,56,2,23,11,1.0,Framber Valdez,valdefr01
2023-08-19,SEA,-1,4,10,6,2,5,1,1,3.5,26,1,15,-8,0.0,Framber Valdez,valdefr01
2023-08-25,DET,0,5,0,0,5,6,0,1,3.53,78,0,21,21,1.0,Framber Valdez,valdefr01
2023-08-30,BOS,1,4,5,2,0,5,0,0,3.46,55,3,18,17,1.0,Framber Valdez,valdefr01
2023-09-05,TEX,1,5,6,1,4,4,0,0,3.47,61,1,21,16,1.0,Framber Valdez,valdefr01
2023-09-11,OAK,-1,5,4,3,1,10,2,0,3.51,66,1,21,17,1.0,Framber Valdez,valdefr01
2023-09-17,KCR,1,5,5,0,1,5,0,0,3.47,69,1,21,23,1.0,Framber Valdez,valdefr01
2023-04-09,CIN,0,5,3,2,5,5,0,0,5.15,50,1,14,7,0.0,Taijuan Walker,walketa01
2023-04-14,CIN,1,4,4,1,2,4,0,0,4.26,62,1,18,17,1.0,Taijuan Walker,walketa01
2023-04-19,CHW,1,4,5,2,2,3,1,0,4.57,56,1,19,14,1.0,Taijuan Walker,walketa01
2023-04-26,SEA,0,6,5,5,2,6,2,0,5.15,36,1,12,1,0.0,Taijuan Walker,walketa01
2023-05-01,LAD,-1,4,8,8,3,6,3,0,6.19,15,0,10,-14,0.0,Taijuan Walker,walketa01
2023-05-07,BOS,1,5,3,1,0,6,1,0,5.71,68,0,18,22,1.0,Taijuan Walker,walketa01
2023-05-12,COL,0,4,7,3,0,3,0,0,5.2,49,2,18,8,1.0,Taijuan Walker,walketa01
2023-05-17,SFG,0,4,4,4,2,1,0,0,5.27,27,0,2,-11,0.0,Taijuan Walker,walketa01
2023-05-21,CHC,0,3,2,0,3,3,0,0,5.1,64,0,16,14,0.0,Taijuan Walker,walketa01
2023-05-26,ATL,1,4,10,3,1,1,1,0,5.14,42,2,20,7,1.0,Taijuan Walker,walketa01
2023-06-01,NYM,-1,5,2,3,3,2,1,1,5.37,45,0,12,-1,0.0,Taijuan Walker,walketa01
2023-06-06,DET,1,4,2,0,3,8,0,0,5.03,78,1,21,27,1.0,Taijuan Walker,walketa01
2023-06-11,LAD,1,4,2,0,2,5,0,0,4.85,66,1,15,19,0.0,Taijuan Walker,walketa01
2023-06-16,OAK,1,4,7,1,0,8,0,1,4.51,72,2,24,25,1.0,Taijuan Walker,walketa01
2023-06-23,NYM,1,6,3,1,1,5,1,0,4.5,66,1,18,20,1.0,Taijuan Walker,walketa01
2023-06-29,CHC,1,5,6,1,1,6,0,0,4.31,61,2,18,18,1.0,Taijuan Walker,walketa01
2023-07-05,TBR,1,5,5,4,5,8,1,0,4.36,54,2,21,14,0.0,Taijuan Walker,walketa01
2023-07-15,SDP,1,9,3,1,3,3,0,0,4.34,55,0,15,13,0.0,Taijuan Walker,walketa01
2023-07-20,MIL,-1,4,6,4,2,6,1,0,4.34,48,2,18,5,0.0,Taijuan Walker,walketa01
2023-07-25,BAL,0,4,6,2,3,4,0,0,4.3,50,3,17,8,0.0,Taijuan Walker,walketa01
2023-07-31,MIA,1,5,6,2,2,4,1,0,4.33,56,1,20,15,1.0,Taijuan Walker,walketa01
2023-08-06,KCR,1,5,7,4,1,2,1,1,4.39,48,1,21,9,0.0,Taijuan Walker,walketa01
2023-08-12,MIN,-1,5,3,3,6,2,2,1,4.67,45,0,15,-2,0.0,Taijuan Walker,walketa01
2023-08-22,SFG,0,9,6,2,2,7,0,0,4.56,50,2,15,10,0.0,Taijuan Walker,walketa01
2023-08-28,LAA,1,5,8,3,2,6,0,1,4.49,45,1,17,9,0.0,Taijuan Walker,walketa01
2023-09-04,SDP,1,6,5,4,3,4,1,0,4.54,42,0,15,6,0.0,Taijuan Walker,walketa01
2023-09-11,ATL,0,6,6,5,3,5,0,2,4.53,36,4,16,0,0.0,Taijuan Walker,walketa01
2023-09-17,STL,0,5,8,5,1,3,1,0,4.54,43,3,21,5,0.0,Taijuan Walker,walketa01
2023-04-07,CIN,0,5,5,2,3,5,0,0,3.36,52,3,16,9,0.0,Zack Wheeler,wheelza01
2023-04-12,MIA,0,4,3,1,3,6,0,0,3.13,65,2,18,16,1.0,Zack Wheeler,wheelza01
2023-04-18,CHW,1,5,8,4,0,5,0,1,2.82,40,3,15,6,0.0,Zack Wheeler,wheelza01
2023-04-23,COL,1,4,3,3,3,11,0,1,2.55,62,0,18,19,1.0,Zack Wheeler,wheelza01
2023-04-29,HOU,1,5,3,0,1,7,0,1,2.43,72,1,18,23,1.0,Zack Wheeler,wheelza01
2023-05-05,BOS,-1,5,7,4,0,5,0,1,2.37,41,1,16,2,0.0,Zack Wheeler,wheelza01
2023-05-10,TOR,0,4,3,1,1,7,1,0,2.55,73,1,21,22,1.0,Zack Wheeler,wheelza01
2023-05-16,SFG,-1,5,9,4,1,8,0,0,2.38,45,1,18,5,0.0,Zack Wheeler,wheelza01
2023-05-22,ARI,-1,5,8,3,1,3,2,0,2.87,44,1,18,3,1.0,Zack Wheeler,wheelza01
2023-05-27,ATL,1,4,3,0,1,12,0,1,2.64,87,2,24,34,1.0,Zack Wheeler,wheelza01
2023-06-02,WSN,0,5,8,7,1,3,1,0,2.82,19,3,11,-9,0.0,Zack Wheeler,wheelza01
2023-06-08,DET,0,5,2,1,1,8,0,1,2.73,77,0,22,24,1.0,Zack Wheeler,wheelza01
2023-06-13,ARI,1,4,4,1,1,7,0,0,2.64,66,3,18,21,1.0,Zack Wheeler,wheelza01
2023-06-18,OAK,1,4,6,0,2,4,0,0,2.66,62,1,18,17,1.0,Zack Wheeler,wheelza01
2023-06-25,NYM,0,6,9,5,2,8,1,1,2.76,36,0,16,2,0.0,Zack Wheeler,wheelza01
2023-07-01,WSN,1,5,7,4,0,6,1,0,2.79,43,1,15,9,0.0,Zack Wheeler,wheelza01
2023-07-07,MIA,0,5,7,3,0,7,1,0,2.81,53,2,18,12,1.0,Zack Wheeler,wheelza01
2023-07-16,SDP,0,8,5,3,0,7,2,0,2.95,62,3,21,17,1.0,Zack Wheeler,wheelza01
2023-07-22,CLE,-1,5,5,1,1,8,0,0,2.85,70,0,21,18,1.0,Zack Wheeler,wheelza01
2023-07-28,PIT,1,5,3,1,1,11,0,0,2.72,74,1,20,28,1.0,Zack Wheeler,wheelza01
2023-08-02,MIA,0,4,5,2,1,4,2,1,2.93,57,0,18,11,1.0,Zack Wheeler,wheelza01
2023-08-08,WSN,1,5,7,3,0,6,2,0,3.05,52,1,18,14,1.0,Zack Wheeler,wheelza01
2023-08-15,TOR,0,6,3,1,4,5,0,0,3.07,68,0,21,17,1.0,Zack Wheeler,wheelza01
2023-08-20,WSN,-1,4,7,4,1,5,0,0,3.03,51,1,21,7,0.0,Zack Wheeler,wheelza01
2023-08-26,STL,1,5,3,1,0,10,1,0,3.0,77,0,21,29,1.0,Zack Wheeler,wheelza01
2023-09-01,MIL,0,5,5,3,0,10,1,0,2.97,60,0,18,17,1.0,Zack Wheeler,wheelza01
2023-09-06,SDP,1,4,1,0,2,7,0,0,2.93,75,0,18,25,1.0,Zack Wheeler,wheelza01
2023-09-12,ATL,0,5,7,6,3,4,3,0,3.17,30,1,15,-3,0.0,Zack Wheeler,wheelza01
2023-04-08,COL,1,4,5,2,0,4,0,0,4.71,54,2,16,14,0.0,Trevor Williams,willitr01
2023-04-14,CLE,0,5,4,1,2,2,0,1,4.56,55,2,15,8,0.0,Trevor Williams,willitr01
2023-04-21,MIN,0,6,4,2,1,4,1,0,4.57,59,2,18,13,1.0,Trevor Williams,willitr01
2023-04-27,NYM,0,5,9,4,2,4,1,0,4.74,35,1,15,0,0.0,Trevor Williams,willitr01
2023-05-02,CHC,0,4,4,0,1,4,0,0,4.33,63,1,16,15,0.0,Trevor Williams,willitr01
2023-05-07,ARI,0,4,7,5,2,5,2,0,4.82,32,2,13,-1,0.0,Trevor Williams,willitr01
2023-05-13,NYM,0,5,2,1,0,1,0,0,4.67,50,1,7,4,0.0,Trevor Williams,willitr01
2023-05-18,MIA,-1,4,5,3,1,5,1,1,4.68,54,1,18,7,1.0,Trevor Williams,willitr01
2023-05-24,SDP,1,5,3,3,3,5,2,0,5.02,53,0,17,13,0.0,Trevor Williams,willitr01
2023-05-29,LAD,-1,4,6,0,3,3,1,0,5.15,43,1,15,6,0.0,Trevor Williams,willitr01
2023-06-04,PHI,-1,5,6,4,4,6,2,0,5.4,43,0,17,2,0.0,Trevor Williams,willitr01
