PA_30,AB_30,R_30,H_30,RBI_30,BB_30,SO_30,BA_30,OBP_30,SLG_30,OPS_30,Date,Team,PA_all,AB_all,R_all,H_all,RBI_all,BB_all,SO_all,BA_all,OBP_all,SLG_all,OPS_all
38.5,33.03333333333333,4.366666666666666,7.5,4.1,4.733333333333333,8.9,0.2264333333333334,0.3152666666666667,0.38836666666666664,0.7037000000000001,2023-05-31,SDP,37.7037037037037,32.648148148148145,4.12962962962963,7.2592592592592595,3.9074074074074074,4.296296296296297,8.907407407407407,0.22605555555555557,0.3102037037037037,0.39081481481481495,0.701037037037037
38.233333333333334,32.93333333333333,4.4,7.4,4.133333333333334,4.6,9.0,0.22663333333333335,0.3157,0.38870000000000005,0.7044666666666668,2023-06-01,SDP,37.54545454545455,32.56363636363636,4.072727272727272,7.163636363636364,3.8545454545454545,4.236363636363636,8.981818181818182,0.22594545454545456,0.3102727272727273,0.3906363636363638,0.7009272727272727
38.333333333333336,32.96666666666667,4.566666666666666,7.466666666666667,4.3,4.6,9.133333333333333,0.2268333333333334,0.31616666666666665,0.3891666666666667,0.7054000000000002,2023-06-02,SDP,37.607142857142854,32.625,4.178571428571429,7.232142857142857,3.9642857142857144,4.196428571428571,9.017857142857142,0.22587500000000002,0.31035714285714283,0.39051785714285714,0.7008928571428571
38.166666666666664,32.96666666666667,4.533333333333333,7.4,4.266666666666667,4.5,9.3,0.227,0.3165666666666667,0.3896,0.7062333333333335,2023-06-03,SDP,37.50877192982456,32.578947368421055,4.12280701754386,7.175438596491228,3.912280701754386,4.157894736842105,9.035087719298245,0.22577192982456143,0.3104035087719298,0.39035087719298245,0.7007719298245615
37.766666666666666,32.666666666666664,4.2,7.166666666666667,4.0,4.333333333333333,9.166666666666666,0.22693333333333335,0.3166333333333334,0.3892333333333334,0.7059666666666669,2023-06-04,SDP,37.53448275862069,32.56896551724138,4.155172413793103,7.224137931034483,3.9482758620689653,4.172413793103448,9.0,0.22570689655172416,0.3104655172413793,0.39024137931034486,0.7007413793103449
37.8,32.63333333333333,4.033333333333333,7.0,3.8333333333333335,4.433333333333334,9.033333333333333,0.22673333333333334,0.3166333333333334,0.38863333333333344,0.7053333333333335,2023-06-05,SDP,37.50847457627118,32.559322033898304,4.101694915254237,7.186440677966102,3.8983050847457625,4.169491525423729,9.0,0.22562711864406781,0.3105084745762711,0.39008474576271185,0.7006271186440679
37.6,32.43333333333333,3.933333333333333,6.733333333333333,3.7,4.4,8.866666666666667,0.22626666666666667,0.31640000000000007,0.38776666666666676,0.7042666666666667,2023-06-06,SDP,37.483333333333334,32.55,4.116666666666666,7.2,3.9,4.15,8.916666666666666,0.22555000000000003,0.31054999999999994,0.38993333333333335,0.7005333333333333
37.43333333333333,32.266666666666666,3.933333333333333,6.666666666666667,3.7,4.4,8.933333333333334,0.22583333333333336,0.3162333333333334,0.3870333333333334,0.7033666666666666,2023-06-07,SDP,37.42622950819672,32.50819672131148,4.065573770491803,7.147540983606557,3.8524590163934427,4.131147540983607,8.934426229508198,0.22545901639344265,0.31057377049180324,0.3897540983606558,0.700377049180328
37.53333333333333,32.46666666666667,4.033333333333333,6.9,3.8,4.233333333333333,9.033333333333333,0.22546666666666668,0.31606666666666666,0.3863666666666667,0.7025333333333333,2023-06-09,SDP,37.516129032258064,32.61290322580645,4.161290322580645,7.306451612903226,3.9516129032258065,4.096774193548387,8.919354838709678,0.22543548387096776,0.31064516129032255,0.3896451612903226,0.7003387096774195
37.6,32.833333333333336,4.166666666666667,7.133333333333334,3.933333333333333,3.933333333333333,8.833333333333334,0.22516666666666668,0.3157666666666667,0.3859666666666667,0.7018,2023-06-10,SDP,37.6031746031746,32.74603174603175,4.238095238095238,7.428571428571429,4.031746031746032,4.063492063492063,8.873015873015873,0.2254603174603175,0.3107301587301587,0.3896825396825397,0.7004603174603176
37.766666666666666,32.93333333333333,4.233333333333333,7.266666666666667,4.0,4.0,8.833333333333334,0.2249666666666667,0.3155666666666666,0.3857,0.7013333333333331,2023-06-11,SDP,37.640625,32.78125,4.21875,7.453125,4.015625,4.078125,8.890625,0.22548437500000001,0.310828125,0.38970312500000004,0.7005781249999999
37.733333333333334,32.733333333333334,4.3,7.2,4.033333333333333,4.133333333333334,8.733333333333333,0.2247666666666667,0.31543333333333334,0.3855,0.701,2023-06-13,SDP,37.646153846153844,32.76923076923077,4.2153846153846155,7.446153846153846,4.0,4.092307692307692,8.846153846153847,0.22550769230769233,0.3109230769230769,0.38970769230769237,0.700676923076923
